,x,y,species
0,-0.15666263224012478,0.16967865164158158,dog
1,0.7678403443582602,0.08765957018938542,dog
2,-0.6929345855351412,0.609932202373404,dog
3,0.47125180055189775,-0.7234482891592027,cat
4,0.9267532810713779,0.9636999316845287,dog
5,0.08388011114615779,0.7595756537696141,dog
6,0.9985011965559192,-0.005632130693382864,cat
7,0.8744448132882052,0.9540987969666839,dog
8,0.09091679704168842,-0.9828870506331493,cat
9,-0.06706391286112834,-0.13305269007927834,cat
10,-0.4885617436503209,0.09796588975932874,dog
11,-0.7433993631057578,0.7796133044902069,dog
12,0.5119666000867467,0.5748508231953504,dog
13,0.8092642693191405,0.49865655158200894,dog
14,-0.6458651736193681,-0.6415731063381915,cat
15,0.8982037682869826,0.46173785857320615,dog
16,0.064789468762525,0.5679083167478323,dog
17,-0.6371119711225299,0.8795048768767049,dog
18,0.9147987140071709,0.8410095723286544,dog
19,-0.4020947823213279,-0.9565187533134016,cat
20,-0.5045953380634589,0.1812161965827359,dog
21,0.1258711806439381,0.7939549753674218,dog
22,0.928597136231333,0.7704938212265307,dog
23,-0.80088351078431,0.8660168162031865,dog
24,-0.1509982559905121,-0.9985257644467069,cat
25,0.6447205204638633,-0.9306774206149697,cat
26,-0.9521256055625582,0.4487531635080213,dog
27,0.13402068710965964,0.6247458051278241,dog
28,0.6267754336658518,0.0778979182029389,dog
29,0.1656958827465267,-0.7477832579143036,cat
30,-0.02297873121129168,-0.9489908299124161,cat
31,-0.900127261274215,0.43875707560408816,dog
32,-0.3894112973314192,0.31354786294541315,dog
33,0.3301956216643678,-0.14601257775527543,cat
34,-0.5633744925347708,-0.9438210768776234,cat
35,-0.4646478914157435,-0.9091724239766139,cat
36,0.9930343287373937,-0.44160585447257206,cat
37,0.6057715634076435,-0.3450215259015865,cat
38,0.05506922221126054,0.40699906546662823,dog
39,0.584890781657085,-0.9927268837578509,cat
40,0.29216131064908635,-0.9204461312941412,cat
41,-0.07012194139565886,0.14330177932389265,dog
42,0.4011812611061456,0.08043075789703491,dog
43,-0.5324862448439807,-0.4616738956942259,cat
44,0.755687206739444,-0.6705739401831059,cat
45,-0.8065339272388676,-0.4221021449395588,cat
46,0.38354030308663667,0.9694272486648001,dog
47,-0.989803971711229,0.44873269320906295,dog
48,-0.5928259621918786,0.4375508495393772,dog
49,0.9910232926917768,-0.6465586307295732,cat
